departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Distrito Capital de Bogotá,REGIONAL DE ASEGURAMIENTO EN SALUD No. 1,defensa,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,80000000,0,2026-05-14T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-12-31T00:00:00.000Z,EL SUMINISTRO Y DISTRIBUCIÓN DE PRODUCTOS CON REGISTRO SANITARIO COSMÉTICOS ORDENADOS POR TUTELA PARA USUARIOS DEL SUBSISTEMA DE LA POLICÍA NACIONAL SEGÚN NECESIDAD DE LA REGIONAL DE ASEGURAMIENTO EN SALUD N. 1,EL SUMINISTRO Y DISTRIBUCIÓN DE PRODUCTOS CON REGISTRO SANITARIO COSMÉTICOS ORDENADOS POR TUTELA PARA USUARIOS DEL SUBSISTEMA DE LA POLICÍA NACIONAL SEGÚN NECESIDAD DE LA REGIONAL DE ASEGURAMIENTO EN SALUD N. 1,225,2026,5,0,5.57940873615632E8,8393,0.14
Antioquia,MUNICIPIO DE ENTRERRIOS,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,49000000,0,2026-05-14T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-07-03T00:00:00.000Z,Suministro de uniformes deportivos destinados a los deportistas que hacen parte de los procesos deportivos y que representan al Municipio de Entrerríos en los diferentes eventos; torneos y competencias deportivas organizadas por la Secretaria de Recreación y Deportes a nivel municipal; subregional; departamental y nacional,Suministro de uniformes deportivos destinados a los deportistas que hacen parte de los procesos deportivos y que representan al Municipio de Entrerríos en los diferentes eventos; torneos y competencias deportivas organizadas por la Secretaria de Recreación y Deportes a nivel municipal; subregional;,45,2026,5,0,3.077974599038113E8,4959,0.16
Cundinamarca,CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE GIRARDOT,Ley de Justicia,Nacional,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,60342000,0,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-12-14T00:00:00.000Z,COMPRA DE EQUIPOS PARA EL FORTALECIMIENTO DE LA MICROEMPRESA CORRECTIVO DE LA ACTIVIDAD PRODUCTIVA FORTALECIMIENTO MICROEMPRESA; POR PRECIOS UNITARIOS Y MONTO AGOTABLE PARA EL PROYECTO PRODUCTIVO MICROEMPRESA DE LA CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE GIRARDOT; INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC,COMPRA DE EQUIPOS PARA EL FORTALECIMIENTO DE LA MICROEMPRESA CORRECTIVO DE LA ACTIVIDAD PRODUCTIVA FORTALECIMIENTO MICROEMPRESA; POR PRECIOS UNITARIOS Y MONTO AGOTABLE PARA EL PROYECTO PRODUCTIVO MICROEMPRESA DE LA CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE GIRARDOT; INSTITUTO NACIONAL PENITENCIAR,214,2026,5,0,2.1014358096011004E8,3635,0.29
Magdalena,ALEJANDRO PROSPERO REVEREND E.S.E.,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,7200000,0,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-07-31T00:00:00.000Z,"PRESTAR SUS SERVICIOS COMO TECNICO DE SISTEMAS PARA LA EJECUCIÓN DE LAS ACCIONES QUE
INTEGRAN EL PLAN DE SALUD PUBLICA DIRIGIDAS A LA POBLACIÓN DEL DISTRITO DE SANTA MARTA EN
EL MARCO DEL CONVENIO INTERADMINISTRATIVO PIC 2026. ASIS-137","PRESTAR SUS SERVICIOS COMO TECNICO DE SISTEMAS PARA LA EJECUCIÓN DE LAS ACCIONES QUE
INTEGRAN EL PLAN DE SALUD PUBLICA DIRIGIDAS A LA POBLACIÓN DEL DISTRITO DE SANTA MARTA EN
EL MARCO DEL CONVENIO INTERADMINISTRATIVO PIC 2026. ASIS-137",78,2026,5,1,7.677943580718768E7,3506,0.09
Meta,ALCALDIA MUNICIPIO DE VILLAVICENCIO,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,12000000,0,2026-05-12T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-09-12T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PARA LA DIVULGACIÓN Y PROMOCIÓN RADIAL EN FRECUENCIA MODULADA (FM) DE LOS PROGRAMAS; PROYECTOS Y DEMÁS TEMAS DE INTERES PUBLICO DE LA ALCALDÍA DE VILLAVICENCIO,PRESTACIÓN DE SERVICIOS PARA LA DIVULGACIÓN Y PROMOCIÓN RADIAL EN FRECUENCIA MODULADA (FM) DE LOS PROGRAMAS; PROYECTOS Y DEMÁS TEMAS DE INTERES PUBLICO DE LA ALCALDÍA DE VILLAVICENCIO,122,2026,5,0,2.278074871755618E8,2136,0.05
Santander,DANE - TERRITORIAL CENTRO ORIENTE,Información Estadística,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,5000000,0,2026-05-12T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-11-30T00:00:00.000Z,3057502726_FUNC_A_02_SERVICIOS_MANTENIMIENTO_2026_INS_PRESTACIÓN DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS PARA EL VEHÍCULO ASIGNADO A LA TERRITORIAL CENTRO ORIENTE DEL DANE EN LA VIGENCIA 2026.,3057502726_FUNC_A_02_SERVICIOS_MANTENIMIENTO_2026_INS_PRESTACIÓN DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS PARA EL VEHÍCULO ASIGNADO A LA TERRITORIAL CENTRO ORIENTE DEL DANE EN LA VIGENCIA 2026.,199,2026,5,0,2.540564492865275E8,2635,0.02
Bolívar,ESE HOSPITAL SAN ANTONIO DE PADUA DE SIMITI,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,450000000,0,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO ESPECIALISTA EN OFTALMOLOGÍA PARA LA ATENCIÓN EN SALUD DE LOS USUARIOS DE LA EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE PADUA,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MÉDICO ESPECIALISTA EN OFTALMOLOGÍA PARA LA ATENCIÓN EN SALUD DE LOS USUARIOS DE LA EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE PADUA,18,2026,5,1,3.8163337750031626E8,1581,1.18
Caldas,MUNICIPIO DE MANIZALES,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,100000000,0,2026-05-11T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-08-18T00:00:00.000Z,MODERNIZACION DEL SISTEMA SEMAFORICO EN SUS COMPONENTES PEATONALES Y VEHICULARES A TRAVES DEL CENTRO DE GESTION DE MOVILIDAD - CGM; DEL MUNICIPIO DE MANIZALES,MODERNIZACION DEL SISTEMA SEMAFORICO EN SUS COMPONENTES PEATONALES Y VEHICULARES A TRAVES DEL CENTRO DE GESTION DE MOVILIDAD - CGM; DEL MUNICIPIO DE MANIZALES,91,2026,5,0,1.3881947553267974E8,1836,0.72
,GOBERNACION DEL CHOCÓ.,No aplica/No pertenece,Territorial,Ejecutivo,Descentralizada,Decreto 092 de 2017,Contratación régimen especial (con ofertas),En ejecución,Si,,1418953811,0,2026-05-11T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-09-11T00:00:00.000Z,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS TECNOLÓGICOS Y PEDAGÓGICOS PARA FORTALECER LA IMPLEMENTACIÓN DEL PROCESO DE EDUCACIÓN INCLUSIVA EN LOS MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL CHOCÓ; EN ARAS DE GARANTIZAR UNA ATENCIÓN EDUCATIVA A ESTUDIANTES CON CAPACIDADES O TALENTOS EXCEPCIONALES REGISTRADOS EN EL SIMAT,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS TECNOLÓGICOS Y PEDAGÓGICOS PARA FORTALECER LA IMPLEMENTACIÓN DEL PROCESO DE EDUCACIÓN INCLUSIVA EN LOS MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DEL CHOCÓ; EN ARAS DE GARANTIZAR UNA ATENCIÓN EDUCATIVA A ESTUDIANTES CON CAPACIDADES O TALENTOS E,122,2026,5,1,,,
Amazonas,GOBERNACION DEL AMAZONAS,Servicio Público,Territorial,Ejecutivo,Centralizada,Consultoría,Mínima cuantía,En ejecución,Si,,46903643,0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-06-07T00:00:00.000Z,CONSULTORÍA PARA LA REALIZACIÓN DE ESTUDIOS Y DISEÑOS DE URBANISMO PERTENECIENTES AL PROYECTO DE REHABILITACIÓN Y MODERNIZACIÓN DE LA CARRERA 10 o AVENIDA VÁSQUEZ COBO DEL MUNICIPIO DE LETICIA DEPARTAMENTO DEL AMAZONAS,CONSULTORÍA PARA LA REALIZACIÓN DE ESTUDIOS Y DISEÑOS DE URBANISMO PERTENECIENTES AL PROYECTO DE REHABILITACIÓN Y MODERNIZACIÓN DE LA CARRERA 10 o AVENIDA VÁSQUEZ COBO DEL MUNICIPIO DE LETICIA DEPARTAMENTO DEL AMAZONAS,30,2026,5,0,3.4365274789344263E8,122,0.14
Boyacá,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE TUNJA,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Suministros,Contratación régimen especial,En ejecución,No,,2997299177,0,2026-05-08T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-09-30T00:00:00.000Z,SUMINISTRO DE INSUMOS Y DE REACTIVOS PARA LAS ÁREAS DE INMUNOQUÍMICA; HEMATOLOGÍA; COAGULACIÓN; COAGULACIÓN ESPECIAL; MICROSCOPIA; MICROBIOLOGÍA; INMUNOLOGÍA ESPECIAL; TSH NEONATAL Y SERVICIO DE GESTIÓN PRE TRANSFUSIONAL PARA EL LABORATORIO CLÍNICO DE LA E.S.E HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA,SUMINISTRO DE INSUMOS Y DE REACTIVOS PARA LAS ÁREAS DE INMUNOQUÍMICA; HEMATOLOGÍA; COAGULACIÓN; COAGULACIÓN ESPECIAL; MICROSCOPIA; MICROBIOLOGÍA; INMUNOLOGÍA ESPECIAL; TSH NEONATAL Y SERVICIO DE GESTIÓN PRE TRANSFUSIONAL PARA EL LABORATORIO CLÍNICO DE LA E.S.E HOSPITAL UNIVERSITARIO SAN RAFAEL DE TU,141,2026,5,1,2.231946501464273E8,2841,13.43
Cundinamarca,ALCALDIA MUNICIPAL TAUSA,Servicio Público,Territorial,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,No,,25448000,0,2026-05-08T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-05-23T00:00:00.000Z,ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA E IMPLEMENTOS DE OFICINA PARA EL FUNCIONAMIENTO DE LAS DEPENDENCIAS DE LA ADMINISTRACIÓN MUNICIPAL DE TAUSA CUNDINAMARCA,ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA E IMPLEMENTOS DE OFICINA PARA EL FUNCIONAMIENTO DE LAS DEPENDENCIAS DE LA ADMINISTRACIÓN MUNICIPAL DE TAUSA CUNDINAMARCA,10,2026,5,0,2.1014358096011004E8,3635,0.12
Antioquia,Rama Judicial – Dirección Seccional de Administración Judicial de Medellín,Ley de Justicia,Nacional,Judicial,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,10000000,0,2026-05-08T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTACIÓN DEL SERVICIO DE PUBLICACIÓN DE AVISOS; EDICTOS EMPLAZATORIOS; ACCIONES POPULARES Y DEMÁS COMUNICACIONES; EN RADIO Y PRENSA DE AMPLIA CIRCULACIÓN NACIONAL; PARA SATISFACER LOS REQUERIMIENTOS DE LOS DESPACHOS JUDICIALES Y DEPENDENCIAS ADMINISTRATIVAS A CARGO DE LA DIRECCIÓN SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE MEDELLÍN,PRESTACIÓN DEL SERVICIO DE PUBLICACIÓN DE AVISOS; EDICTOS EMPLAZATORIOS; ACCIONES POPULARES Y DEMÁS COMUNICACIONES; EN RADIO Y PRENSA DE AMPLIA CIRCULACIÓN NACIONAL; PARA SATISFACER LOS REQUERIMIENTOS DE LOS DESPACHOS JUDICIALES Y DEPENDENCIAS ADMINISTRATIVAS A CARGO DE LA DIRECCIÓN SECCIONAL DE ADM,234,2026,5,0,3.077974599038113E8,4959,0.03
Sucre,ESE CENTRO DE SALUD DE COLOSO,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,4375000,0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-07-19T00:00:00.000Z,PRESTACION DE SERVICOS DE APOYO A LA GESTION COMO AUXILIAR DE LABORATORIO EN LA E.S.E. CENTRO DE SALUD DE COLOSÓ.,PRESTACION DE SERVICOS DE APOYO A LA GESTION COMO AUXILIAR DE LABORATORIO EN LA E.S.E. CENTRO DE SALUD DE COLOSÓ.,72,2026,5,1,6.009736289373134E8,335,0.01
Huila,COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,28000000,0,2026-05-07T00:00:00.000Z,2026-05-07T00:00:00.000Z,2026-08-31T00:00:00.000Z,CONTRATAR PROFESIONAL AREA SUBGERENCIA ADMINISTRATIVA FINANCIERA YDEFENSA JUDICIAL PARA LA ESE CARMEN EMILIA OSPINA,CONTRATAR PROFESIONAL AREA SUBGERENCIA ADMINISTRATIVA FINANCIERA YDEFENSA JUDICIAL PARA LA ESE CARMEN EMILIA OSPINA,116,2026,5,1,1.6070926649029127E8,1648,0.17
Antioquia,MUNICIPIO DE ENVIGADO*,Cultura,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,No,,927862899,0,2026-05-07T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-10-27T00:00:00.000Z,PERSONAL TÉCNICO DE APOYO A LOS PROYECTOS Y PROGRAMAS DE LA SECRETARIA DE OBRAS PÚBLICAS DEL MUNICIPIO DE ENVIGADO.,PERSONAL TÉCNICO DE APOYO A LOS PROYECTOS Y PROGRAMAS DE LA SECRETARIA DE OBRAS PÚBLICAS DEL MUNICIPIO DE ENVIGADO.,161,2026,5,0,3.077974599038113E8,4959,3.01
Atlántico,UNIATLANTICO,Educación Nacional,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,44000000,0,2026-05-07T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-12-31T00:00:00.000Z,"Contratar servicios de asesoría técnica; pedagógica y 
estratégica a la Sección Deportes de la Vicerrectoría de 
Bienestar Universitario de la Universidad del Atlántico; 
orientados al diseño; implementación; fortalecimiento y 
seguimiento del programa institucional de Rugby; con el 
fin de promover la formación integral de la comunidad 
universitaria; el desarrollo de habilidades cognitivas y la 
participación en escenarios deportivos competitivos","Contratar servicios de asesoría técnica; pedagógica y 
estratégica a la Sección Deportes de la Vicerrectoría de 
Bienestar Universitario de la Universidad del Atlántico; 
orientados al diseño; implementación; fortalecimiento y 
seguimiento del programa institucional de Rugby; con el 
fin de promover",237,2026,5,1,3.657421074976415E8,1696,0.12
Distrito Capital de Bogotá,"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",No aplica/No pertenece,Nacional,Ejecutivo,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,109415393,0,2026-05-06T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-07-19T00:00:00.000Z,13066-ADQUISICIÓN DE ELEMENTOS INSTITUCIONALES PARA LA SECRETARÍA DISTRITAL DE SEGURIDAD; CONVIVENCIA Y JUSTICIA.,13066-ADQUISICIÓN DE ELEMENTOS INSTITUCIONALES PARA LA SECRETARÍA DISTRITAL DE SEGURIDAD; CONVIVENCIA Y JUSTICIA.,60,2026,5,0,5.57940873615632E8,8393,0.2
Cundinamarca,CONCEJO MUNICIPIO DE TOCANCIPÁ,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,1500000,0,2026-05-05T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-12-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA REALIZACIÓN DE EXÁMENES MÉDICOS OCUPACIONALES DE LOS FUNCIONARIOS Y HONORABLES CONCEJALES DEL CONCEJO MUNICIPAL DE TOCANCIPÁ,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA REALIZACIÓN DE EXÁMENES MÉDICOS OCUPACIONALES DE LOS FUNCIONARIOS Y HONORABLES CONCEJALES DEL CONCEJO MUNICIPAL DE TOCANCIPÁ,238,2026,5,0,2.1014358096011004E8,3635,0.01
Norte de Santander,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCCIDENTAL,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,3450000,0,2026-05-05T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTAR LOS SERVICIOS INDEPENDIENTES COMO AUXILIAR DE ENFERMERÍA PARA LA CONFORMACIÓN DEL EQUIPO BÁSICO DE SALUD No. 001 PARA LA EJECUCIÓN DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD PARA EL TERRITORIO DEFINIDO; PARA LA ESE HOSPITAL REGIONAL NOROCCIDENTAL EN EL MUNICIPIO DE ABREGO DE CONFORMIDAD A LO ESTABLECIDO EN LA RESOLUCIÓN NO. 1841 DE 2013; RESOLUCIÓN NO. 518 DE 2015; RESOLUCIÓN 3280 DE 2018 EN EL MARCO DE LA EJECUCIÓN DE RECURSOS FINANCIEROS DE LA RESOLUCIÓN 0212 DE 2025 DESIGNADOS POR,PRESTAR LOS SERVICIOS INDEPENDIENTES COMO AUXILIAR DE ENFERMERÍA PARA LA CONFORMACIÓN DEL EQUIPO BÁSICO DE SALUD No. 001 PARA LA EJECUCIÓN DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD PARA EL TERRITORIO DEFINIDO; PARA LA ESE HOSPITAL REGIONAL NOROCCIDENTAL EN EL MUNICIPIO DE ABREGO DE CONFORMIDAD,25,2026,5,1,2.0313079243196437E8,2021,0.02
Cundinamarca,E.S.E HOSPITAL SAN RAFAEL DE CAQUEZA,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,21126000,0,2026-05-05T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-12-04T00:00:00.000Z,PRESTAR SERVICIOS DE APOYO A LA GESTION ASISTENCIAL COMO CONDUCTOR DE AMBULANCIA EN EL CENTRO DE SALUD DEL MUNCIPIO DE CHIPAQUE; ADSCRITO A LA ESE HOSPITAL SAN RAFAEL DE CAQUEZA; EN EL MARCO DEL CONVENIO N° SS-CD-CVI 985-2025; CONTRIBUYENDO A LA EJECUCION DEL PROGRAMA MEDICO A TU TERRIRORIO,PRESTAR SERVICIOS DE APOYO A LA GESTION ASISTENCIAL COMO CONDUCTOR DE AMBULANCIA EN EL CENTRO DE SALUD DEL MUNCIPIO DE CHIPAQUE; ADSCRITO A LA ESE HOSPITAL SAN RAFAEL DE CAQUEZA; EN EL MARCO DEL CONVENIO N° SS-CD-CVI 985-2025; CONTRIBUYENDO A LA EJECUCION DEL PROGRAMA MEDICO A TU TERRIRORIO,213,2026,5,1,2.1014358096011004E8,3635,0.1
Valle del Cauca,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO TERRITORIAL Y PARTICIPACION CIUDADANA,Servicio Público,Territorial,Ejecutivo,Centralizada,Interventoría,Concurso de méritos abierto,En ejecución,No,Inversión,927264580,0,2026-05-05T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,REALIZAR LA INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA; JURÍDICA Y AMBIENTAL AL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPAMIENTOS INSTITUCIONALES DEL DISTRITO ESPECIAL DE SANTIAGO DE CALI: CENTRO DE ADMINISTRACIÓN LOCAL INTEGRADA EN LAS COMUNAS 5;6;7;10;11;15 y 16.,REALIZAR LA INTERVENTORÍA TÉCNICA; ADMINISTRATIVA; FINANCIERA; JURÍDICA Y AMBIENTAL AL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPAMIENTOS INSTITUCIONALES DEL DISTRITO ESPECIAL DE SANTIAGO DE CALI: CENTRO DE ADMINISTRACIÓN LOCAL INTEGRADA EN LAS COMUNAS 5;6;7;10;11;15 y 16.,234,2026,5,0,3.972895858212735E8,2764,2.33
Atlántico,UNIDAD PRESTADORA DE SALUD ATLANTICO,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,No,Funcionamiento,20820720,0,2026-05-05T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-12-31T00:00:00.000Z,TECNICO AUXILIAR DE ENFERMERIA,TECNICO AUXILIAR DE ENFERMERIA,240,2026,5,1,3.657421074976415E8,1696,0.06
Norte de Santander,EMPRESA SOCIAL DEL ESTADO E.S.E. HOSPITAL REGIONAL NORTE,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,747269382,0,2026-05-04T00:00:00.000Z,2026-05-04T00:00:00.000Z,2026-05-31T00:00:00.000Z,EL OBJETO DEL PRESENTE CONTRATO SINDICAL CORRESPONDE A LA PRESTACION COMO OPERADOR DEL SERVICIO DE ENFERMERIA PARA LOS SERVICIOS ASISTENCIALES DE AUXILIARES DE ENFERMERIA SERVICIOS DE HOSPITALIZACION SERVICIOS AMBULATORIOS URGENCIAS Y CONSULTA EXTERNA; SALA DE PARTOS; TRASLADO ASISTENCIAL BASICO; VACUNACION; JORNADAS EXTRAMURALES; P Y P; DEMANDA INDUCIDA; LABORATORIO; ODONTOLOGIA Y REEMPLAZOS POR VACACIONES; PENSIONES; INCAPACIDADES Y OTROS RELACIONADOS DE LA ESE HOSPITAL REGIONAL NORTE,EL OBJETO DEL PRESENTE CONTRATO SINDICAL CORRESPONDE A LA PRESTACION COMO OPERADOR DEL SERVICIO DE ENFERMERIA PARA LOS SERVICIOS ASISTENCIALES DE AUXILIARES DE ENFERMERIA SERVICIOS DE HOSPITALIZACION SERVICIOS AMBULATORIOS URGENCIAS Y CONSULTA EXTERNA; SALA DE PARTOS; TRASLADO ASISTENCIAL BASICO; VA,27,2026,5,1,2.0313079243196437E8,2021,3.68
Norte de Santander,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL+,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Corporación Autónoma,Descentralizada,Suministros,Mínima cuantía,En ejecución,No,,20000000,0,2026-05-04T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-12-31T00:00:00.000Z,SUMINISTRO DE COMBUSTIBLE (GASOLINA CORRIENTE) PARA LOS VEHÍCULOS QUE HACEN PARTE DEL PARQUE MOTOR DE PROPIEDAD DE CORPONOR. TERRITORIAL TIBÚ.,SUMINISTRO DE COMBUSTIBLE (GASOLINA CORRIENTE) PARA LOS VEHÍCULOS QUE HACEN PARTE DEL PARQUE MOTOR DE PROPIEDAD DE CORPONOR. TERRITORIAL TIBÚ.,239,2026,5,0,2.0313079243196437E8,2021,0.1
Cundinamarca,MUNICIPIO DE TOCANCIPA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Licitación pública,En ejecución,No,,4860945580,0,2026-05-04T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTACIÓN DEL SERVICIO COMO OPERADOR DE LA ESTRATEGIA DE ALIMENTACIÓN DE LOS PROGRAMAS SOCIALES A CARGO DE LA SECRETARÍA DE LA FAMILIA E INTEGRACIÓN SOCIAL DEL MUNICIPIO DE TOCANCIPÁ.,PRESTACIÓN DEL SERVICIO COMO OPERADOR DE LA ESTRATEGIA DE ALIMENTACIÓN DE LOS PROGRAMAS SOCIALES A CARGO DE LA SECRETARÍA DE LA FAMILIA E INTEGRACIÓN SOCIAL DEL MUNICIPIO DE TOCANCIPÁ.,239,2026,5,0,2.1014358096011004E8,3635,23.13
Huila,ALCALDIA MUNICIPIO DE CAMPOALEGRE,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,40000000,0,2026-05-04T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-07-31T00:00:00.000Z,PRESTAR LOS SERVICIOS EDUCATIVOS MEDIANTE ESTRATEGIAS PEDAGÓGICAS; SIMULACROS TIPO ICFES; SEGUIMIENTO Y ANÁLISIS DE RESULTADOS CON EL FIN DE MEJORAR EL DESEMPEÑO Y RESULTADO DE LOS ESTUDIANTES DEL GRADO 11 DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE CAMPOALEGRE 2026.,PRESTAR LOS SERVICIOS EDUCATIVOS MEDIANTE ESTRATEGIAS PEDAGÓGICAS; SIMULACROS TIPO ICFES; SEGUIMIENTO Y ANÁLISIS DE RESULTADOS CON EL FIN DE MEJORAR EL DESEMPEÑO Y RESULTADO DE LOS ESTUDIANTES DEL GRADO 11 DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE CAMPOALEGRE 2026.,86,2026,5,0,1.6070926649029127E8,1648,0.25
