departamento,nombre_entidad,sector,orden,rama,entidad_centralizada,tipo_de_contrato,modalidad_de_contratacion,estado_contrato,es_pyme,destino_gasto,valor_del_contrato,valor_pagado,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,objeto_del_contrato,descripcion_del_proceso,duracion_dias,anio_firma,mes_firma,es_directa,valor_promedio_depto,n_contratos_depto,ratio_vs_depto
Atlántico,UNIATLANTICO,Educación Nacional,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,64000000,0,2026-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-12-31T00:00:00.000Z,CONTRATAR LOS SERVICIOS DE ASESORIA; APOYO A LA GESTION; OPERACION Y ADMINISTRACION DEL TEATRO DE LA FACULTAD DE BELLAS ARTES,CONTRATAR LOS SERVICIOS DE ASESORIA; APOYO A LA GESTION; OPERACION Y ADMINISTRACION DEL TEATRO DE LA FACULTAD DE BELLAS ARTES,232,2026,5,1,3.657421074976415E8,1696,0.17
Tolima,ALCALDÍA MUNICIPAL DE EL ESPINAL,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,25000000,0,2026-05-12T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-12-31T00:00:00.000Z,CONTRATAR EL APOYO LOGISTICO PARA GARANTIZAR LA ATENCIÓN INTEGRAL NECESARIA DE LOS MENORES VULNERABLES DEL HOGAR DE PASO Y LOS MENORES INFRACTORES RECLUIDOS EN EL CENTRO TRANSITORIO DE LA DIRECCIÓN ADMINISTRATIVA DE SEGURIDAD Y JUSTICIA; GARANTIZANDO SU PROTECCIÓN Y REHABILITACIÓN,CONTRATAR EL APOYO LOGISTICO PARA GARANTIZAR LA ATENCIÓN INTEGRAL NECESARIA DE LOS MENORES VULNERABLES DEL HOGAR DE PASO Y LOS MENORES INFRACTORES RECLUIDOS EN EL CENTRO TRANSITORIO DE LA DIRECCIÓN ADMINISTRATIVA DE SEGURIDAD Y JUSTICIA; GARANTIZANDO SU PROTECCIÓN Y REHABILITACIÓN,232,2026,5,0,2.554871704802176E8,2022,0.1
Distrito Capital de Bogotá,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,20313000,0,2026-05-12T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-12-20T00:00:00.000Z,PRESTACIÓN DEL SERVICIO PARA LA REALIZACIÓN DE LAS ACTIVIDADES DE BIENESTAR Y ESTÍMULOS PARA LOS FUNCIONARIOS DE LA AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES REGIONAL PACÍFICO.,PRESTACIÓN DEL SERVICIO PARA LA REALIZACIÓN DE LAS ACTIVIDADES DE BIENESTAR Y ESTÍMULOS PARA LOS FUNCIONARIOS DE LA AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES REGIONAL PACÍFICO.,220,2026,5,0,5.57940873615632E8,8393,0.04
Magdalena,E.S.E. HOSPITAL FRAY LUIS DE LEON,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,Si,,21420000,0,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-05-31T00:00:00.000Z,ARRENDAMIENTO DE PLANTA ELECTRICA PARA GARANTIZAR EL SUMINISTRO DE ENERGIA DE LA E.S.E HOSPITAL FRAY LUIS DE LEON DE PLATO MAGDALENA,ARRENDAMIENTO DE PLANTA ELECTRICA PARA GARANTIZAR EL SUMINISTRO DE ENERGIA DE LA E.S.E HOSPITAL FRAY LUIS DE LEON DE PLATO MAGDALENA,20,2026,5,1,7.677943580718768E7,3506,0.28
Distrito Capital de Bogotá,SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL -FONAM DTAM AMAZONAS,Ambiente y Desarrollo Sostenible,Nacional,Ejecutivo,Centralizada,Suministros,Mínima cuantía,En ejecución,No,,10000000,0,2026-05-11T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-12-31T00:00:00.000Z,DM07-3202032-1-007 Suministro de combustibles para los vehículos asignados al PNN Serranía de Churumbelos; que aporten al proyecto Administración de las Áreas del Sistema de Parques Nacionales Naturales y coordinación del Sistema Nacional de Áreas Protegidas; en el marco del proyecto de Conservación.,DM07-3202032-1-007 Suministro de combustibles para los vehículos asignados al PNN Serranía de Churumbelos; que aporten al proyecto Administración de las Áreas del Sistema de Parques Nacionales Naturales y coordinación del Sistema Nacional de Áreas Protegidas; en el marco del proyecto de Conservación,233,2026,5,0,5.57940873615632E8,8393,0.02
Huila,COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,No,,16800000,0,2026-05-11T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-08-31T00:00:00.000Z,CONTRATAR PROFESIONAL EN LA GESTION DE PLANEACION IMPLEMENTACION EJECUCION SEGUIMIENTO Y EVALUACION A LA RUTA DE CANCER Y DE ALTERACIONES NUTRICIONALES AREA SERVICIOS DE LA SALUD PARA LA ESE CARMEN EMILIA OSPINA,CONTRATAR PROFESIONAL EN LA GESTION DE PLANEACION IMPLEMENTACION EJECUCION SEGUIMIENTO Y EVALUACION A LA RUTA DE CANCER Y DE ALTERACIONES NUTRICIONALES AREA SERVICIOS DE LA SALUD PARA LA ESE CARMEN EMILIA OSPINA,111,2026,5,1,1.6070926649029127E8,1648,0.1
Bolívar,Grupo Intendencia Regional Caribe,defensa,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,14756000,0,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-06-30T00:00:00.000Z,SERVICIO DE AUDITORÍAS INTERNAS DE ACUERDO CON LA NORMA NTC-ISO/IEC 17025:2017; PARA EL SISTEMA DE GESTIÓN DEL LABORATORIO DIMAR - SEDE CARIBE DEL CENTRO DE INVESTIGACIONES OCEANOGRÁFICAS E HIDROGRÁFICAS DEL CARIBE DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS DESCRITAS,SERVICIO DE AUDITORÍAS INTERNAS DE ACUERDO CON LA NORMA NTC-ISO/IEC 17025:2017; PARA EL SISTEMA DE GESTIÓN DEL LABORATORIO DIMAR - SEDE CARIBE DEL CENTRO DE INVESTIGACIONES OCEANOGRÁFICAS E HIDROGRÁFICAS DEL CARIBE DE ACUERDO CON LAS ESPECIFICACIONES TÉCNICAS DESCRITAS,50,2026,5,0,3.8163337750031626E8,1581,0.04
Caldas,HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,Salud y Protección Social,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Contratación régimen especial,En ejecución,Si,,6000000,0,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-12-31T00:00:00.000Z,CONTRATO DE RPESTACION DE SERVICIOS PROFESIONALES MEDIANTE UN SOPORTE TECNOLOGICO (PLATAFORMA VIRTUAL) QUE PERMITA REALIZAR CONSULTAS POR LOTE DE LOS RIESGOS DE NUESTROS PROVEEDORES Y CLIENTES RELACIONADOS CON EL LAVADO DE ACTIVOS Y FINANCIACIÓN DEL TERRORISMO,CONTRATO DE RPESTACION DE SERVICIOS PROFESIONALES MEDIANTE UN SOPORTE TECNOLOGICO (PLATAFORMA VIRTUAL) QUE PERMITA REALIZAR CONSULTAS POR LOTE DE LOS RIESGOS DE NUESTROS PROVEEDORES Y CLIENTES RELACIONADOS CON EL LAVADO DE ACTIVOS Y FINANCIACIÓN DEL TERRORISMO,234,2026,5,1,1.3881947553267974E8,1836,0.04
Boyacá,MUNICIPIO DE TIBASOSA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Suministros,Licitación pública,En ejecución,Si,,636987000,0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-07-08T00:00:00.000Z,SUMINISTRO DE BIENES PARA EL APOYO Y RECONOCIMIENTO A LA LABOR DE LOS HOGARES CAMPESINOS DEL MUNICIPIO DE TIBASOSA BOYACÁ; VIGENCIA 2026,SUMINISTRO DE BIENES PARA EL APOYO Y RECONOCIMIENTO A LA LABOR DE LOS HOGARES CAMPESINOS DEL MUNICIPIO DE TIBASOSA BOYACÁ; VIGENCIA 2026,61,2026,5,0,2.231946501464273E8,2841,2.85
Antioquia,EMPRESA DE DESARROLLO URBANO DE MEDELLIN,"Vivienda, Ciudad y Territorio",Territorial,Ejecutivo,Descentralizada,Otro,Contratación régimen especial,En ejecución,Si,,17000000,0,2026-05-08T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-08-17T00:00:00.000Z,"OPERACIÓN LOGÍSITICA PARA LAS ACTIVIDADES DE SOSTENIBILIDAD;
APROPIACIÓN Y DIVULGACIÓNDEL CI 96223 DE 2022 FORTALECIMIENTO
INFRAESTRUCTURA METROSALUD","OPERACIÓN LOGÍSITICA PARA LAS ACTIVIDADES DE SOSTENIBILIDAD;
APROPIACIÓN Y DIVULGACIÓNDEL CI 96223 DE 2022 FORTALECIMIENTO
INFRAESTRUCTURA METROSALUD",90,2026,5,1,3.077974599038113E8,4959,0.06
,FONDO DE VIVIENDA DE INTERÉS SOCIAL DEL DEPARTAMENTO DEL HUILA,"Vivienda, Ciudad y Territorio",Territorial,Corporación Autónoma,Centralizada,Suministros,Mínima cuantía,En ejecución,Si,,10000000,0,2026-05-06T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-12-30T00:00:00.000Z,Suministrar elementos de papelería; útiles de oficina; tóneres y servicios de recarga; requeridos para el adecuado cumplimiento de los cometidos estatales del Fondo de Vivienda de Interés Social del Departamento del Huila - FONVIHUILA,Suministrar elementos de papelería; útiles de oficina; tóneres y servicios de recarga; requeridos para el adecuado cumplimiento de los cometidos estatales del Fondo de Vivienda de Interés Social del Departamento del Huila - FONVIHUILA,233,2026,5,0,,,
Cundinamarca,ESE MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA*,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,9911024,0,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-06-30T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL PARA LA E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA.,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL PARA LA E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA.,55,2026,5,1,2.1014358096011004E8,3635,0.05
Distrito Capital de Bogotá,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,Ley de Justicia,Nacional,Judicial,Centralizada,Compraventa,Mínima cuantía,En ejecución,Si,,4379400,0,2026-05-06T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-06-06T00:00:00.000Z,Adquisición de canecas; contenedores y soportes metálicos para guardianes para las sedes de la Dirección Regional Nororiente del Instituto Nacional de Medicina Legal y Ciencias Forenses.,Adquisición de canecas; contenedores y soportes metálicos para guardianes para las sedes de la Dirección Regional Nororiente del Instituto Nacional de Medicina Legal y Ciencias Forenses.,29,2026,5,0,5.57940873615632E8,8393,0.01
Tolima,GOBIERNO DEPARTAMENTAL,Servicio Público,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Selección Abreviada de Menor Cuantía,En ejecución,Si,,650000000,0,2026-05-06T00:00:00.000Z,2026-05-11T00:00:00.000Z,2027-01-05T00:00:00.000Z,CONTRATAR A MONTO AGOTABLE EL SERVICIO INTEGRAL Y LOGISTICO  PARA LA ATENCION DE EVENTOS Y REUNIONES DE LA GOBERNACION DEL TOLIMA,CONTRATAR A MONTO AGOTABLE EL SERVICIO INTEGRAL Y LOGISTICO  PARA LA ATENCION DE EVENTOS Y REUNIONES DE LA GOBERNACION DEL TOLIMA,239,2026,5,0,2.554871704802176E8,2022,2.54
Cundinamarca,ESE MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA*,Salud y Protección Social,Territorial,Corporación Autónoma,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,No,,2800000,0,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-05-31T00:00:00.000Z,PRESTACIÓN DE SERVICIOS PROFESIONAL ADMINISTRATIVO  PARA LA GERENCIA Y SUBGERENCIAS DE LA ESE MUNICIPAL DE SOCHA JULIO CÉSAR PEÑALOZA,PRESTACIÓN DE SERVICIOS PROFESIONAL ADMINISTRATIVO  PARA LA GERENCIA Y SUBGERENCIAS DE LA ESE MUNICIPAL DE SOCHA JULIO CÉSAR PEÑALOZA,25,2026,5,1,2.1014358096011004E8,3635,0.01
Caldas,INSTITUTO DE CULTURA Y TURISMO DE MANIZALES,Cultura,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,10930882,0,2026-05-06T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-12-31T00:00:00.000Z,CONTRATAR EL SERVICIO INTEGRAL DE IMPRESIÓN Y FOTOCOPIADO MEDIANTE EL DIAGNÓSTICO Y MANTENIMIENTO CORRECTIVO DE EQUIPOS PROPIOS; ASÍ COMO EL OUTSOURCING DE MULTIFUNCIONALES; GARANTIZANDO EL SUMINISTRO TOTAL DE INSUMOS; REPUESTOS Y LA ASISTENCIA TÉCNICA ESPECIALIZADA CON EL FIN DE ASEGURAR LA OPERATIVIDAD DE LA PROMOTORA DE EVENTOS Y TURISMO. SAS.,CONTRATAR EL SERVICIO INTEGRAL DE IMPRESIÓN Y FOTOCOPIADO MEDIANTE EL DIAGNÓSTICO Y MANTENIMIENTO CORRECTIVO DE EQUIPOS PROPIOS; ASÍ COMO EL OUTSOURCING DE MULTIFUNCIONALES; GARANTIZANDO EL SUMINISTRO TOTAL DE INSUMOS; REPUESTOS Y LA ASISTENCIA TÉCNICA ESPECIALIZADA CON EL FIN DE ASEGURAR LA OPERATI,237,2026,5,0,1.3881947553267974E8,1836,0.08
,EMPRESAS PUBLICAS DE JERICO ANTIOQUIA S.A E.S.P,"Vivienda, Ciudad y Territorio",Territorial,Ejecutivo,Centralizada,Decreto 092 de 2017,Contratación régimen especial,En ejecución,Si,,53479164,0,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-12-31T00:00:00.000Z,PRESTACIÓN DE SERVICIO DE LABORATORIO PARA REALIZAR EL ANALISIS DE LOS PARAMETROS FISICOS QUIMICOS Y MICROBIOLOGICOS BASICOS EXIGIDOS EN LA NORMATIVIDAD QUE REGULA LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO DEL MUNICIPIO DE JERICO ANTIOQUIA,PRESTACIÓN DE SERVICIO DE LABORATORIO PARA REALIZAR EL ANALISIS DE LOS PARAMETROS FISICOS QUIMICOS Y MICROBIOLOGICOS BASICOS EXIGIDOS EN LA NORMATIVIDAD QUE REGULA LA CALIDAD DEL AGUA PARA EL CONSUMO HUMANO DEL MUNICIPIO DE JERICO ANTIOQUIA,239,2026,5,1,,,
Atlántico,UNIDAD PRESTADORA DE SALUD ATLANTICO,Salud y Protección Social,Territorial,Ejecutivo,Descentralizada,Prestación de servicios,Contratación directa,En ejecución,No,,19324305,0,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-09-20T00:00:00.000Z,FONOAUDIOLOGIA ( ESPECIALISTA EN AUDIOLOGIA),FONOAUDIOLOGIA ( ESPECIALISTA EN AUDIOLOGIA),137,2026,5,1,3.657421074976415E8,1696,0.05
Valle del Cauca,ALCALDIA MUNICIPAL DE GINEBRA,No aplica/No pertenece,Territorial,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,39890900,0,2026-05-05T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-06-26T00:00:00.000Z,SERVICIOS DE TRANSPORTE ESCOLAR PARA LOS ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DESDE LOS SECTORES LAS HERMOSAS - JUNTAS - LA SELVA; CASCADA-COCUYOS- LA SELVA; PATIO BONITO-GINEBRA-COSTA RICA Y LA CUESTA- BARRANCO BAJO-GINEBRA,SERVICIOS DE TRANSPORTE ESCOLAR PARA LOS ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DESDE LOS SECTORES LAS HERMOSAS - JUNTAS - LA SELVA; CASCADA-COCUYOS- LA SELVA; PATIO BONITO-GINEBRA-COSTA RICA Y LA CUESTA- BARRANCO BAJO-GINEBRA,51,2026,5,0,3.972895858212735E8,2764,0.1
Santander,INSTITUTO COLOMBIANO AGROPECUARIO - ICA SANTANDER,agricultura,Nacional,Ejecutivo,Centralizada,Prestación de servicios,Mínima cuantía,En ejecución,Si,,36820000,0,2026-05-05T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-11-30T00:00:00.000Z,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS PARA VEHÍCULOS AUTOMOTORES (CARROS; CAMPEROS; CAMIONETAS; MOTOCICLETAS) QUE CONFORMAN EL PARQUE AUTOMOTOR DE LA GERENCIA SECCIONAL Y OFICINAS LOCALES DE SANTANDER,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS PARA VEHÍCULOS AUTOMOTORES (CARROS; CAMPEROS; CAMIONETAS; MOTOCICLETAS) QUE CONFORMAN EL PARQUE AUTOMOTOR DE LA GERENCIA SECCIONAL Y OFICINAS LOCALES DE SANTANDER,206,2026,5,0,2.540564492865275E8,2635,0.14
